Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
22.0,Male,Bachelor's (Type 2),13.0,4,2.082278067,72.0,21.0,59.0,Moderate,0
42.0,Male,Bachelor's (Type 1),15.0,3,5.588880324,30.0,64.0,10.0,Aggressive,1
27.0,Female,Bachelor's (Type 2),0.0,1,35.04766457,41.0,28.0,12.0,Conservative,0
39.0,Male,Bachelor's (Type 2),8.0,2,44.96622317,67.0,47.0,90.0,Moderate,0
35.0,Male,Master's,11.0,1,26.71135056,60.0,4.0,71.0,Moderate,0
32.0,Male,Bachelor's (Type 1),14.0,5,27.95955398,60.0,34.0,73.0,Moderate,0
37.0,Female,Bachelor's (Type 2),11.0,3,13.75467164,69.0,73.0,71.0,Moderate,0
47.0,Female,Bachelor's (Type 2),1.0,1,39.39381818,77.0,82.0,63.0,Conservative,0
29.0,Female,Bachelor's (Type 1),12.0,4,38.58972937,67.0,100.0,19.0,Moderate,0
49.0,Female,Bachelor's (Type 2),7.0,3,30.41828446,89.0,70.0,71.0,Conservative,1
38.0,Female,Master's,14.0,4,11.63321433,16.0,45.0,72.0,Conservative,0
36.0,Female,Master's,15.0,1,5.850910912,18.0,34.0,70.0,Moderate,0
43.0,Female,Bachelor's (Type 2),8.0,3,4.211928793,50.0,44.0,77.0,Moderate,0
50.0,Male,Master's,3.0,4,30.63480333,69.0,12.0,27.0,Moderate,0
38.0,Male,PhD,7.0,5,42.25176596,62.0,9.0,1.0,Aggressive,1
47.0,Female,Master's,8.0,5,43.91652159,92.0,65.0,42.0,Aggressive,1
45.0,Male,Bachelor's (Type 1),9.0,1,24.18110372,74.0,69.0,7.0,Moderate,0
42.0,Male,Master's,9.0,3,40.21356497,79.0,71.0,12.0,Moderate,1
45.0,Female,Bachelor's (Type 2),4.0,2,48.34400982,29.0,99.0,84.0,Aggressive,1
24.0,Male,PhD,15.0,3,14.75850562,24.0,24.0,91.0,Aggressive,1
45.0,Male,Bachelor's (Type 2),12.0,5,20.89801732,74.0,43.0,34.0,Conservative,0
40.0,Male,Bachelor's (Type 1),13.0,4,47.57394963,70.0,59.0,22.0,Moderate,0
49.0,Male,Master's,6.0,2,17.91154837,25.0,46.0,45.0,Conservative,0
42.0,Male,Bachelor's (Type 2),15.0,1,46.69381452,55.0,39.0,14.0,Moderate,0
50.0,Female,PhD,9.0,2,50.05224311,21.0,6.0,1.0,Moderate,0
28.0,Female,PhD,3.0,1,34.09053643,88.0,45.0,60.0,Aggressive,1
31.0,Female,Bachelor's (Type 2),0.0,2,41.84451448,18.0,22.0,75.0,Moderate,0
40.0,Male,Bachelor's (Type 1),2.0,1,38.47727821,30.0,82.0,63.0,Moderate,0
20.0,Female,Bachelor's (Type 2),4.0,1,35.97671288,25.0,45.0,51.0,Aggressive,0
45.0,Male,Bachelor's (Type 1),2.0,2,16.34655365,41.0,85.0,35.0,Moderate,0
45.0,Male,Bachelor's (Type 1),15.0,2,3.854716895,40.0,12.0,66.0,Moderate,0
20.0,Male,Master's,11.0,1,18.15258663,99.0,20.0,68.0,Moderate,1
34.0,Male,Bachelor's (Type 2),12.0,5,34.34679926,22.0,0.0,66.0,Moderate,0
21.0,Female,Bachelor's (Type 2),10.0,2,6.126459911,46.0,18.0,46.0,Moderate,0
49.0,Female,PhD,6.0,3,1.595899149,12.0,59.0,82.0,Moderate,1
41.0,Male,Bachelor's (Type 2),11.0,4,7.98461863,88.0,32.0,1.0,Conservative,0
35.0,Female,Bachelor's (Type 2),8.0,1,36.78679632,65.0,3.0,43.0,Conservative,0
44.0,Male,PhD,14.0,1,49.63968508,65.0,2.0,100.0,Conservative,0
27.0,Female,Bachelor's (Type 1),11.0,4,50.15323498,15.0,90.0,63.0,Moderate,0
32.0,Female,Master's,5.0,5,25.69895746,72.0,51.0,80.0,Moderate,1
40.0,Male,PhD,12.0,4,44.46761505,27.0,98.0,77.0,Moderate,1
20.0,Female,PhD,9.0,2,37.84132279,76.0,27.0,27.0,Aggressive,1
35.0,Male,Bachelor's (Type 2),0.0,4,26.05201185,34.0,69.0,90.0,Conservative,0
48.0,Female,Bachelor's (Type 2),15.0,1,29.63802665,40.0,69.0,53.0,Moderate,0
26.0,Male,Bachelor's (Type 2),6.0,4,7.861357331,76.0,54.0,73.0,Aggressive,1
50.0,Male,Master's,14.0,3,47.88307303,30.0,56.0,66.0,Aggressive,1
24.0,Female,Master's,2.0,2,18.59648854,84.0,86.0,35.0,Conservative,0
41.0,Female,Bachelor's (Type 2),4.0,4,23.30746282,31.0,96.0,62.0,Aggressive,1
48.0,Male,Bachelor's (Type 2),15.0,1,34.58301155,53.0,15.0,24.0,Aggressive,0
42.0,Female,Bachelor's (Type 1),9.0,2,17.69512358,97.0,23.0,85.0,Moderate,0
22.0,Female,Bachelor's (Type 1),3.0,1,13.71295805,71.0,68.0,47.0,Aggressive,1
31.0,Male,Master's,9.0,5,32.55246966,58.0,40.0,38.0,Conservative,0
45.0,Male,Bachelor's (Type 2),4.0,3,2.249204114,40.0,76.0,46.0,Moderate,0
35.0,Female,PhD,4.0,5,37.0362556,65.0,46.0,93.0,Moderate,0
38.0,Male,Master's,5.0,3,26.70116849,95.0,75.0,20.0,Conservative,0
24.0,Male,Bachelor's (Type 1),13.0,4,31.28768653,53.0,68.0,29.0,Moderate,0
41.0,Male,Bachelor's (Type 2),9.0,2,32.59400796,39.0,100.0,91.0,Moderate,0
44.0,Female,Bachelor's (Type 2),11.0,4,27.35250782,27.0,30.0,30.0,Moderate,0
48.0,Female,Bachelor's (Type 2),9.0,3,30.12668887,36.0,91.0,25.0,Moderate,0
33.0,Male,Master's,12.0,3,35.18941004,64.0,91.0,21.0,Moderate,0
47.0,Female,Master's,12.0,3,38.65594236,73.0,29.0,20.0,Moderate,0
24.0,Male,Master's,10.0,1,37.37261956,54.0,17.0,0.0,Conservative,0
34.0,Female,Bachelor's (Type 2),5.0,2,44.48082289,3.0,43.0,36.0,Moderate,0
36.0,Male,Bachelor's (Type 1),15.0,4,10.47217166,98.0,26.0,76.0,Conservative,0
49.0,Male,Master's,7.0,4,21.05739847,9.0,98.0,84.0,Moderate,1
33.0,Female,Bachelor's (Type 1),7.0,5,48.3898033,46.0,25.0,45.0,Moderate,0
49.0,Male,Bachelor's (Type 2),10.0,3,20.82952872,74.0,59.0,8.0,Conservative,0
39.0,Female,Bachelor's (Type 1),8.0,3,7.243503845,13.0,17.0,16.0,Aggressive,0
24.0,Female,Bachelor's (Type 2),7.0,3,27.27225632,37.0,96.0,46.0,Moderate,0
31.0,Male,Bachelor's (Type 1),12.0,4,6.474548628,11.0,88.0,84.0,Moderate,0
35.0,Male,Bachelor's (Type 2),10.0,5,11.14266194,44.0,55.0,94.0,Moderate,0
45.0,Female,PhD,1.0,1,50.91593783,16.0,30.0,58.0,Aggressive,0
45.0,Male,Bachelor's (Type 1),13.0,2,28.06813192,79.0,100.0,53.0,Moderate,0
35.0,Male,Bachelor's (Type 1),13.0,1,15.20291945,34.0,58.0,85.0,Moderate,0
40.0,Male,Bachelor's (Type 2),11.0,4,50.73874773,65.0,1.0,11.0,Moderate,0
26.0,Male,Master's,9.0,3,49.32794593,74.0,96.0,63.0,Conservative,1
23.0,Male,Bachelor's (Type 2),11.0,2,23.03695205,40.0,38.0,5.0,Conservative,0
20.0,Female,Bachelor's (Type 2),10.0,4,14.02015544,66.0,60.0,52.0,Moderate,0
49.0,Female,Bachelor's (Type 1),14.0,4,42.9199819,28.0,62.0,15.0,Conservative,0
49.0,Male,Master's,15.0,4,36.78103585,17.0,95.0,89.0,Moderate,1
24.0,Male,Bachelor's (Type 2),0.0,2,35.34707175,19.0,17.0,4.0,Moderate,0
42.0,Male,Master's,9.0,2,45.65568707,13.0,16.0,72.0,Moderate,0
45.0,Female,PhD,1.0,5,35.47085669,33.0,97.0,45.0,Moderate,0
29.0,Male,Bachelor's (Type 2),1.0,5,15.18989715,48.0,38.0,13.0,Aggressive,0
41.0,Female,Master's,11.0,1,35.69315809,53.0,70.0,43.0,Moderate,0
24.0,Female,Bachelor's (Type 1),2.0,2,16.29067556,30.0,53.0,62.0,Moderate,0
23.0,Female,Master's,9.0,2,38.96194898,57.0,98.0,93.0,Moderate,1
21.0,Male,Bachelor's (Type 2),6.0,2,31.98739272,41.0,93.0,51.0,Conservative,0
39.0,Female,Master's,1.0,5,4.870577599,57.0,75.0,25.0,Moderate,0
50.0,Male,Bachelor's (Type 1),13.0,4,26.64176812,81.0,34.0,52.0,Aggressive,1
29.0,Female,Bachelor's (Type 1),15.0,3,18.16504846,29.0,10.0,28.0,Moderate,0
45.0,Male,Bachelor's (Type 2),0.0,5,17.42853164,24.0,60.0,18.0,Moderate,0
38.0,Female,Bachelor's (Type 2),15.0,2,31.11281512,62.0,43.0,46.0,Moderate,0
45.0,Male,Bachelor's (Type 2),13.0,5,17.11624122,18.0,67.0,7.0,Aggressive,1
20.0,Female,Bachelor's (Type 2),5.0,1,39.84468741,71.0,24.0,22.0,Moderate,0
43.0,Male,Bachelor's (Type 1),8.0,2,4.539571801,91.0,47.0,34.0,Conservative,0
24.0,Male,Bachelor's (Type 2),14.0,1,34.01941262,7.0,31.0,94.0,Moderate,0
32.0,Male,Master's,2.0,2,41.45974018,94.0,83.0,52.0,Conservative,0
23.0,Male,Bachelor's (Type 2),5.0,5,34.6415845,2.0,94.0,98.0,Conservative,0
35.0,Female,Bachelor's (Type 1),2.0,4,25.86145975,66.0,3.0,95.0,Aggressive,0
43.0,Female,Bachelor's (Type 2),13.0,3,48.51535069,85.0,37.0,57.0,Moderate,0
35.0,Male,Bachelor's (Type 1),12.0,1,15.99692449,80.0,62.0,4.0,Moderate,0
42.0,Female,PhD,0.0,5,1.958394376,99.0,46.0,15.0,Aggressive,1
21.0,Male,Bachelor's (Type 1),13.0,4,22.59946857,16.0,0.0,16.0,Moderate,0
36.0,Male,Master's,12.0,5,2.650596795,13.0,2.0,31.0,Moderate,0
47.0,Female,PhD,15.0,1,48.69683763,8.0,100.0,95.0,Aggressive,1
46.0,Male,Master's,11.0,3,11.49590229,61.0,85.0,51.0,Conservative,0
39.0,Male,Bachelor's (Type 2),4.0,5,40.4463512,93.0,61.0,19.0,Moderate,0
43.0,Female,Master's,9.0,2,39.72860416,20.0,63.0,65.0,Conservative,1
31.0,Male,PhD,13.0,4,11.88644498,75.0,16.0,83.0,Moderate,1
37.0,Male,Bachelor's (Type 2),12.0,5,32.06132652,36.0,77.0,81.0,Conservative,0
22.0,Male,Bachelor's (Type 2),10.0,4,3.403948424,95.0,61.0,0.0,Moderate,0
47.0,Male,Bachelor's (Type 2),3.0,2,25.17872929,10.0,34.0,57.0,Aggressive,0
20.0,Female,Bachelor's (Type 2),6.0,3,1.732356364,19.0,12.0,92.0,Moderate,0
20.0,Female,Bachelor's (Type 2),5.0,3,47.05719401,34.0,34.0,92.0,Moderate,0
48.0,Female,Bachelor's (Type 2),9.0,2,49.80430121,52.0,42.0,82.0,Moderate,0
38.0,Male,Bachelor's (Type 2),6.0,4,12.11413833,46.0,1.0,43.0,Moderate,0
30.0,Male,Bachelor's (Type 1),4.0,5,11.40530173,74.0,55.0,5.0,Aggressive,1
24.0,Female,Bachelor's (Type 1),14.0,2,38.68600883,51.0,76.0,49.0,Moderate,0
31.0,Male,Bachelor's (Type 2),14.0,1,13.66896994,7.0,50.0,71.0,Moderate,0
22.0,Male,Bachelor's (Type 1),3.0,4,45.75382796,3.0,53.0,87.0,Moderate,0
20.0,Male,Bachelor's (Type 2),15.0,3,29.69645681,26.0,15.0,19.0,Moderate,0
20.0,Male,Bachelor's (Type 2),6.0,2,18.53888115,43.0,17.0,13.0,Conservative,0
27.0,Female,Master's,6.0,3,42.63468732,39.0,6.0,4.0,Moderate,0
29.0,Female,Bachelor's (Type 1),5.0,4,25.67033502,46.0,44.0,40.0,Moderate,0
30.0,Female,Bachelor's (Type 2),7.0,3,46.58164569,93.0,35.0,39.0,Conservative,0
31.0,Male,Master's,3.0,2,47.40071184,43.0,40.0,33.0,Moderate,0
48.0,Female,Bachelor's (Type 2),9.0,4,9.271007606,47.0,93.0,79.0,Aggressive,1
32.0,Female,Bachelor's (Type 1),4.0,1,1.116170307,90.0,41.0,44.0,Aggressive,0
31.0,Male,Master's,3.0,2,50.19654701,84.0,6.0,70.0,Moderate,0
50.0,Male,Master's,11.0,5,46.30687681,51.0,14.0,79.0,Aggressive,1
33.0,Female,Bachelor's (Type 2),0.0,2,3.772261785,83.0,59.0,70.0,Moderate,0
21.0,Female,Bachelor's (Type 2),11.0,4,42.6517132,67.0,39.0,26.0,Aggressive,0
48.0,Female,PhD,7.0,2,23.89024663,10.0,82.0,77.0,Aggressive,1
38.0,Female,Bachelor's (Type 2),0.0,1,13.94808025,76.0,36.0,77.0,Moderate,0
37.0,Male,Bachelor's (Type 2),4.0,1,44.93732618,72.0,65.0,43.0,Conservative,0
22.0,Female,Master's,14.0,5,10.83336162,3.0,54.0,32.0,Moderate,0
42.0,Female,Bachelor's (Type 2),5.0,3,48.36499997,75.0,76.0,32.0,Conservative,0
36.0,Male,Bachelor's (Type 2),5.0,4,11.28107438,72.0,94.0,43.0,Conservative,0
45.0,Female,Bachelor's (Type 2),12.0,4,31.68415939,76.0,79.0,19.0,Aggressive,1
27.0,Male,Master's,4.0,3,12.15431673,47.0,55.0,35.0,Moderate,0
48.0,Male,Bachelor's (Type 2),15.0,1,28.28343325,25.0,43.0,6.0,Moderate,0
45.0,Male,Bachelor's (Type 2),2.0,1,35.1987565,76.0,56.0,31.0,Conservative,0
29.0,Female,Bachelor's (Type 2),14.0,2,10.51139654,38.0,5.0,66.0,Moderate,0
45.0,Female,Bachelor's (Type 2),4.0,5,27.04428914,91.0,91.0,38.0,Conservative,0
49.0,Male,Bachelor's (Type 2),11.0,5,24.45298722,57.0,31.0,92.0,Aggressive,1
21.0,Female,Master's,7.0,5,4.55187107,18.0,73.0,23.0,Aggressive,1
38.0,Female,Bachelor's (Type 2),13.0,2,41.91539088,87.0,17.0,85.0,Moderate,0
28.0,Male,Bachelor's (Type 1),1.0,5,17.78412003,82.0,67.0,69.0,Moderate,0
26.0,Male,Master's,15.0,3,29.72910988,76.0,72.0,87.0,Aggressive,1
23.0,Female,Bachelor's (Type 1),5.0,2,26.73921175,76.0,6.0,86.0,Moderate,0
45.0,Male,PhD,8.0,3,26.66302523,57.0,7.0,53.0,Aggressive,1
40.0,Female,Bachelor's (Type 1),7.0,2,6.36111971,27.0,63.0,37.0,Moderate,0
37.0,Female,Bachelor's (Type 2),13.0,5,22.17410046,65.0,6.0,73.0,Conservative,0
32.0,Female,Bachelor's (Type 1),10.0,3,23.61833796,9.0,40.0,79.0,Conservative,0
30.0,Female,PhD,7.0,3,37.68214202,85.0,39.0,74.0,Moderate,1
48.0,Male,Bachelor's (Type 2),7.0,3,43.0009416,76.0,2.0,31.0,Moderate,0
43.0,Male,Bachelor's (Type 1),14.0,2,28.24911391,57.0,16.0,44.0,Moderate,0
23.0,Male,Bachelor's (Type 2),12.0,4,5.339147703,72.0,65.0,60.0,Aggressive,1
44.0,Male,Bachelor's (Type 1),6.0,5,12.84247353,96.0,78.0,69.0,Moderate,1
40.0,Female,Bachelor's (Type 1),7.0,3,9.246701343,13.0,92.0,87.0,Aggressive,1
48.0,Female,PhD,12.0,4,7.230753159,83.0,51.0,96.0,Conservative,1
44.0,Male,Bachelor's (Type 2),5.0,5,19.29496493,14.0,21.0,52.0,Conservative,0
23.0,Female,Master's,1.0,5,12.46967511,95.0,3.0,50.0,Moderate,0
29.0,Female,Bachelor's (Type 2),1.0,3,11.91515559,32.0,5.0,75.0,Moderate,0
24.0,Female,Bachelor's (Type 2),7.0,3,3.734658729,16.0,37.0,55.0,Aggressive,0
28.0,Male,Bachelor's (Type 1),10.0,2,1.88350224,23.0,25.0,26.0,Moderate,0
43.0,Male,Bachelor's (Type 2),0.0,4,6.138412132,29.0,10.0,37.0,Moderate,0
22.0,Male,Master's,5.0,4,9.609873971,61.0,89.0,61.0,Moderate,0
36.0,Female,PhD,12.0,3,22.54918644,12.0,16.0,17.0,Aggressive,1
22.0,Male,Bachelor's (Type 2),15.0,5,26.52601306,61.0,87.0,63.0,Conservative,0
35.0,Male,Bachelor's (Type 2),5.0,3,8.029595909,46.0,91.0,76.0,Moderate,0
23.0,Male,Bachelor's (Type 2),15.0,5,22.23916708,15.0,98.0,29.0,Conservative,0
37.0,Male,PhD,10.0,5,18.08744212,65.0,30.0,48.0,Conservative,0
36.0,Male,Bachelor's (Type 2),3.0,3,10.17118217,80.0,76.0,40.0,Conservative,0
26.0,Male,Bachelor's (Type 2),11.0,1,1.342037407,95.0,34.0,12.0,Aggressive,1
43.0,Female,Master's,10.0,4,24.35089333,42.0,15.0,33.0,Aggressive,1
42.0,Female,Bachelor's (Type 1),12.0,5,35.28258746,7.0,78.0,99.0,Moderate,0
49.0,Male,Bachelor's (Type 1),14.0,5,12.31386671,2.0,17.0,93.0,Aggressive,1
24.0,Male,Bachelor's (Type 2),10.0,1,7.590341495,11.0,100.0,24.0,Moderate,0
31.0,Female,PhD,15.0,2,45.35213722,83.0,61.0,65.0,Moderate,1
36.0,Female,Bachelor's (Type 2),12.0,1,14.75123862,15.0,26.0,99.0,Moderate,0
42.0,Male,Bachelor's (Type 2),9.0,1,12.18063099,77.0,34.0,17.0,Aggressive,1
32.0,Male,Bachelor's (Type 2),2.0,5,43.85484698,79.0,44.0,4.0,Conservative,0
42.0,Male,Bachelor's (Type 2),12.0,4,41.85535496,58.0,34.0,18.0,Aggressive,0
44.0,Male,Bachelor's (Type 2),10.0,1,23.41732353,48.0,27.0,41.0,Moderate,0
22.0,Female,Bachelor's (Type 2),2.0,2,25.46194307,62.0,8.0,17.0,Moderate,0
28.0,Male,Bachelor's (Type 2),14.0,3,11.88743524,61.0,75.0,31.0,Moderate,0
49.0,Male,Bachelor's (Type 2),14.0,1,4.915083524,48.0,14.0,20.0,Moderate,0
36.0,Male,Bachelor's (Type 2),15.0,1,29.67159127,50.0,20.0,9.0,Aggressive,0
36.0,Male,Bachelor's (Type 2),12.0,2,5.91724608,32.0,51.0,36.0,Moderate,0
49.0,Female,Master's,12.0,4,23.46372735,29.0,34.0,48.0,Aggressive,1
39.0,Female,Bachelor's (Type 1),0.0,1,48.02485993,58.0,96.0,85.0,Aggressive,1
35.0,Female,Master's,2.0,1,48.64171946,75.0,50.0,12.0,Moderate,0
44.0,Male,Master's,3.0,4,12.96661433,14.0,82.0,54.0,Moderate,0
41.0,Male,Bachelor's (Type 2),10.0,2,32.205671,81.0,54.0,16.0,Moderate,0
32.0,Female,Bachelor's (Type 2),10.0,1,24.70381321,91.0,86.0,8.0,Moderate,0
46.0,Male,Bachelor's (Type 2),4.0,4,44.78425638,22.0,76.0,87.0,Conservative,0
38.0,Male,Bachelor's (Type 2),2.0,1,14.57154321,77.0,43.0,43.0,Conservative,0
36.0,Female,Bachelor's (Type 2),5.0,3,1.185120342,93.0,64.0,77.0,Moderate,0
23.0,Female,Bachelor's (Type 1),10.0,5,9.128060297,96.0,92.0,45.0,Aggressive,1
31.0,Female,Bachelor's (Type 2),13.0,3,18.47614006,44.0,87.0,7.0,Moderate,0
48.0,Female,Master's,14.0,1,16.78605649,61.0,79.0,36.0,Aggressive,1
28.0,Male,Bachelor's (Type 2),11.0,2,40.56814596,78.0,24.0,18.0,Moderate,0
38.0,Male,Master's,15.0,5,35.02803331,70.0,86.0,62.0,Moderate,1
31.0,Female,Bachelor's (Type 2),4.0,3,15.97781598,14.0,91.0,91.0,Moderate,0
28.0,Male,Master's,2.0,4,23.88719086,45.0,46.0,45.0,Moderate,0
26.0,Female,Bachelor's (Type 2),5.0,2,5.777955198,63.0,79.0,93.0,Aggressive,1
47.0,Female,Bachelor's (Type 1),5.0,3,45.90732224,45.0,55.0,70.0,Moderate,0
33.0,Male,Bachelor's (Type 2),14.0,4,47.77124122,55.0,37.0,25.0,Moderate,0
50.0,Female,Bachelor's (Type 1),13.0,1,49.99017677,43.0,10.0,45.0,Moderate,0
39.0,Male,Bachelor's (Type 2),7.0,4,44.42764154,74.0,66.0,45.0,Moderate,0
38.0,Male,PhD,1.0,3,9.698044385,28.0,14.0,74.0,Moderate,0
45.0,Male,Bachelor's (Type 1),0.0,3,3.30982416,94.0,0.0,13.0,Moderate,0
34.0,Male,Bachelor's (Type 2),15.0,1,29.97983637,61.0,6.0,84.0,Moderate,0
35.0,Female,Master's,3.0,4,46.63025134,88.0,0.0,62.0,Aggressive,1
40.0,Male,Master's,15.0,4,9.867568083,51.0,48.0,71.0,Aggressive,1
24.0,Female,Bachelor's (Type 2),6.0,1,1.352145731,53.0,95.0,2.0,Moderate,0
22.0,Female,Bachelor's (Type 2),14.0,4,41.2748023,87.0,72.0,27.0,Aggressive,1
31.0,Female,Bachelor's (Type 2),15.0,1,4.839784214,56.0,28.0,28.0,Moderate,0
44.0,Female,Bachelor's (Type 2),10.0,2,21.6853016,82.0,25.0,86.0,Moderate,0
39.0,Male,Master's,9.0,3,34.94436686,65.0,86.0,17.0,Conservative,0
46.0,Male,PhD,2.0,2,12.83987927,21.0,44.0,34.0,Conservative,0
40.0,Female,Master's,2.0,5,5.198128172,19.0,92.0,76.0,Aggressive,1
23.0,Female,Master's,15.0,5,39.50106142,32.0,96.0,75.0,Conservative,1
40.0,Male,Bachelor's (Type 1),4.0,5,32.50875424,71.0,70.0,46.0,Moderate,0
42.0,Female,Master's,4.0,1,50.42452422,24.0,11.0,4.0,Moderate,0
35.0,Male,Master's,12.0,4,18.21540167,45.0,94.0,74.0,Aggressive,1
44.0,Female,Bachelor's (Type 1),9.0,2,4.088119315,72.0,31.0,58.0,Conservative,0
26.0,Male,Master's,2.0,2,37.71750177,97.0,19.0,74.0,Aggressive,1
32.0,Female,Bachelor's (Type 2),8.0,2,27.08667094,56.0,50.0,58.0,Conservative,0
40.0,Female,Bachelor's (Type 2),3.0,2,11.66019657,86.0,80.0,46.0,Aggressive,1
29.0,Male,Master's,12.0,5,40.08644945,4.0,35.0,94.0,Moderate,0
45.0,Female,Bachelor's (Type 2),12.0,2,11.18777429,54.0,66.0,94.0,Moderate,0
26.0,Female,Bachelor's (Type 1),14.0,4,14.03308274,60.0,0.0,12.0,Aggressive,0
33.0,Male,Bachelor's (Type 2),2.0,5,5.626427718,88.0,26.0,77.0,Aggressive,1
50.0,Female,Bachelor's (Type 2),10.0,2,20.97161395,7.0,39.0,88.0,Moderate,0
45.0,Male,PhD,1.0,1,21.9464612,15.0,96.0,32.0,Aggressive,1
24.0,Male,Bachelor's (Type 2),9.0,3,26.72808952,47.0,83.0,96.0,Moderate,0
22.0,Female,Bachelor's (Type 2),12.0,3,36.44821336,60.0,13.0,61.0,Moderate,0
42.0,Female,Master's,10.0,3,46.30504643,14.0,99.0,78.0,Conservative,1
48.0,Female,Bachelor's (Type 2),8.0,5,7.886704944,64.0,68.0,15.0,Moderate,0
30.0,Female,Bachelor's (Type 2),3.0,2,3.717404917,21.0,86.0,43.0,Aggressive,0
30.0,Female,Bachelor's (Type 2),15.0,5,1.92656168,2.0,78.0,57.0,Moderate,0
37.0,Female,Master's,2.0,4,8.181068903,53.0,5.0,5.0,Aggressive,0
34.0,Female,Bachelor's (Type 2),6.0,1,33.89747429,13.0,32.0,88.0,Conservative,0
31.0,Male,Bachelor's (Type 2),7.0,1,37.3738539,35.0,54.0,14.0,Conservative,0
28.0,Female,Bachelor's (Type 1),10.0,3,40.32528568,81.0,18.0,3.0,Moderate,0
29.0,Male,Bachelor's (Type 1),13.0,3,13.1854106,81.0,76.0,55.0,Aggressive,1
45.0,Female,Bachelor's (Type 1),1.0,3,16.29474066,66.0,28.0,63.0,Conservative,0
31.0,Female,Bachelor's (Type 1),6.0,2,25.15673228,9.0,60.0,67.0,Conservative,0
36.0,Male,Bachelor's (Type 2),11.0,4,4.159154843,48.0,69.0,93.0,Conservative,0
48.0,Female,Master's,4.0,4,31.55707616,64.0,78.0,33.0,Conservative,0
25.0,Female,Bachelor's (Type 2),14.0,4,50.18675168,90.0,79.0,90.0,Moderate,1
26.0,Male,Master's,10.0,4,19.04031557,56.0,23.0,94.0,Aggressive,1
33.0,Female,PhD,4.0,3,38.64237375,26.0,22.0,55.0,Moderate,0
32.0,Female,Master's,2.0,1,26.00169578,74.0,9.0,31.0,Moderate,0
27.0,Female,Bachelor's (Type 2),4.0,3,7.390592218,4.0,53.0,8.0,Moderate,0
29.0,Male,Bachelor's (Type 2),11.0,4,30.11187244,70.0,40.0,62.0,Moderate,0
28.0,Female,Bachelor's (Type 2),1.0,3,15.99371342,82.0,48.0,71.0,Aggressive,1
37.0,Female,Bachelor's (Type 1),3.0,4,2.720160423,56.0,16.0,77.0,Moderate,0
46.0,Female,Bachelor's (Type 2),5.0,5,32.74648651,92.0,55.0,32.0,Moderate,0
45.0,Female,PhD,0.0,1,43.94661747,14.0,44.0,86.0,Aggressive,1
21.0,Male,Master's,9.0,5,18.23848834,98.0,29.0,20.0,Moderate,0
24.0,Male,Bachelor's (Type 2),3.0,2,20.51477736,100.0,43.0,54.0,Conservative,0
48.0,Female,Bachelor's (Type 2),5.0,3,45.55108415,75.0,73.0,75.0,Conservative,0
24.0,Female,Master's,8.0,2,41.68044067,29.0,54.0,56.0,Moderate,0
25.0,Male,Bachelor's (Type 1),13.0,3,36.74764118,19.0,18.0,1.0,Moderate,0
38.0,Male,Bachelor's (Type 2),10.0,5,13.43985319,36.0,28.0,12.0,Aggressive,0
27.0,Female,Master's,15.0,4,46.51083275,2.0,1.0,3.0,Moderate,0
35.0,Male,Bachelor's (Type 2),10.0,4,8.720787877,72.0,35.0,83.0,Moderate,0
32.0,Female,Bachelor's (Type 1),12.0,3,32.33852597,40.0,18.0,49.0,Moderate,0
20.0,Male,Bachelor's (Type 2),1.0,4,2.440059027,38.0,6.0,47.0,Conservative,0
41.0,Male,Master's,10.0,5,33.18599032,25.0,25.0,77.0,Moderate,0
39.0,Male,Bachelor's (Type 2),6.0,4,14.85721759,1.0,78.0,29.0,Aggressive,1
36.0,Male,Bachelor's (Type 2),5.0,5,23.48384886,22.0,37.0,28.0,Aggressive,0
50.0,Female,Bachelor's (Type 2),1.0,2,18.2632276,22.0,2.0,7.0,Moderate,0
26.0,Male,Bachelor's (Type 2),7.0,5,9.637837812,84.0,79.0,11.0,Moderate,0
44.0,Male,Bachelor's (Type 2),6.0,1,32.0990395,15.0,65.0,40.0,Conservative,0
32.0,Female,Master's,10.0,1,45.09877776,8.0,94.0,25.0,Moderate,0
23.0,Male,Bachelor's (Type 1),4.0,1,48.95421211,12.0,91.0,49.0,Moderate,0
23.0,Male,Master's,11.0,3,10.61731816,27.0,70.0,1.0,Moderate,0
25.0,Female,Bachelor's (Type 1),4.0,3,36.8686387,26.0,93.0,54.0,Moderate,0
47.0,Male,Bachelor's (Type 2),6.0,3,34.21696833,50.0,42.0,55.0,Moderate,0
50.0,Female,Bachelor's (Type 1),8.0,5,18.16888948,63.0,61.0,13.0,Moderate,0
38.0,Female,Bachelor's (Type 2),10.0,3,1.954959968,51.0,70.0,5.0,Moderate,0
48.0,Female,Bachelor's (Type 2),14.0,2,35.48956237,80.0,99.0,94.0,Aggressive,1
31.0,Female,Bachelor's (Type 2),8.0,1,48.27474303,37.0,92.0,80.0,Conservative,0
41.0,Male,Bachelor's (Type 1),8.0,5,32.6060061,99.0,23.0,88.0,Moderate,0
26.0,Female,Bachelor's (Type 2),5.0,1,22.76463621,64.0,38.0,60.0,Aggressive,0
46.0,Male,Bachelor's (Type 1),9.0,3,27.25769471,17.0,67.0,95.0,Aggressive,1
